name,phone_number,address,district,city,province,postal_code,rating,reviews,latitude,longitude,location_link
Sinar Bangunan Toko,(024) 3544707,"JL. Pekojan, No. 4, Purwodinatan, Semarang Timur, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50121",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50121,3.8,4,-6.9728157,110.4279665,"https://www.google.com/maps/place/Sinar+Bangunan+Toko/@-6.9734345,110.4101756,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3550bb92597:0x993705bc3f2eb56d!8m2!3d-6.9728157!4d110.4279665!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzpl9tk5?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Sinar Bangunan Toko,(024) 3544707,"JL. Pekojan, No. 4, Purwodinatan, Semarang Timur, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50121",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50121,3.8,4,-6.9728157,110.4279665,"https://www.google.com/maps/place/Sinar+Bangunan+Toko/@-6.9734345,110.4101756,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3550bb92597:0x993705bc3f2eb56d!8m2!3d-6.9728157!4d110.4279665!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzpl9tk5?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Suari,,"Jl. Suari No.19, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.8,6,-6.9703378,110.4276817,"https://www.google.com/maps/place/TB+Suari/@-6.9734345,110.4101756,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3e1532f67a3:0x3a6721bd85f4fd05!8m2!3d-6.9703378!4d110.4276817!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11fq8q59q4?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
ANUGRAH JAYA TEKNIK,6281325737677,"Jl. K.H. Agus Salim No.49 kav 19, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,3.7,3,-6.9704401,110.4296743,"https://www.google.com/maps/place/ANUGRAH+JAYA+TEKNIK/@-6.9734345,110.4101756,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f300549c2837:0xc2bb2efdaa0353c5!8m2!3d-6.9704401!4d110.4296743!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXpkMjl1Um5WUlJSQULgAQA!16s%2Fg%2F11wn63wfcl?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
ANUGRAH JAYA TEKNIK,6281325737677,"Jl. K.H. Agus Salim No.49 kav 19, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,3.7,3,-6.9704401,110.4296743,"https://www.google.com/maps/place/ANUGRAH+JAYA+TEKNIK/@-6.9734345,110.4101756,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f300549c2837:0xc2bb2efdaa0353c5!8m2!3d-6.9704401!4d110.4296743!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXpkMjl1Um5WUlJSQULgAQA!16s%2Fg%2F11wn63wfcl?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Alternative by Sinar Gemilang,6287812340055,"Jl. K.H. Agus Salim No.A3, Pekojan, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Utara,Kota Semarang,Jawa Tengah,50137,4.5,48,-6.9708598,110.4282828,"https://www.google.com/maps/place/Alternative+by+Sinar+Gemilang/@-6.9734345,110.4101756,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3579c770df7:0x1f4173c212d23155!8m2!3d-6.9708598!4d110.4282828!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1tcy_0m3?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Melati,(024) 8415033,"Jl. Kyai Saleh kel No.29, Randusari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50244",Kec. Semarang Sel.,Kota Semarang,Jawa Tengah,50244,4.5,21,-6.9876653,110.4138393,"https://www.google.com/maps/place/TB+Melati/@-6.9876653,110.3958149,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b453176ea53:0x4035803cffda2ac2!8m2!3d-6.9876653!4d110.4138393!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F11dxs3wcvt?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Melati,(024) 8415033,"Jl. Kyai Saleh kel No.29, Randusari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50244",Kec. Semarang Sel.,Kota Semarang,Jawa Tengah,50244,4.5,21,-6.9876653,110.4138393,"https://www.google.com/maps/place/TB+Melati/@-6.9876653,110.3958149,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b453176ea53:0x4035803cffda2ac2!8m2!3d-6.9876653!4d110.4138393!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F11dxs3wcvt?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Pantes Home Decoration Gallery,(024) 3522022,"jl.pekojan pertokoan THD A-7, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.7,1162,-6.970966,110.4279964,"https://www.google.com/maps/place/Pantes+Home+Decoration+Gallery/@-6.970966,110.409972,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355c4eb6067:0x6a83e37832b1bbf9!8m2!3d-6.970966!4d110.4279964!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEVZHJ5X3dhbGxfc3VwcGx5X3N0b3Jl4AEA!16s%2Fg%2F1hm5d8_t2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Pantes Home Decoration Gallery,(024) 3522022,"jl.pekojan pertokoan THD A-7, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.7,1162,-6.970966,110.4279964,"https://www.google.com/maps/place/Pantes+Home+Decoration+Gallery/@-6.970966,110.409972,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355c4eb6067:0x6a83e37832b1bbf9!8m2!3d-6.970966!4d110.4279964!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEVZHJ5X3dhbGxfc3VwcGx5X3N0b3Jl4AEA!16s%2Fg%2F1hm5d8_t2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Smn. UD,(024) 3561431,"Jl. Bugangan No.15, Bugangan, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50125",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50125,4.5,13,-6.9754977,110.4369314,"https://www.google.com/maps/place/Smn.+UD/@-6.970966,110.409972,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708cad24019b47:0x37ff945f73243472!8m2!3d-6.9754977!4d110.4369314!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzvgslfk?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Smn. UD,(024) 3561431,"Jl. Bugangan No.15, Bugangan, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50125",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50125,4.5,13,-6.9754977,110.4369314,"https://www.google.com/maps/place/Smn.+UD/@-6.970966,110.409972,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708cad24019b47:0x37ff945f73243472!8m2!3d-6.9754977!4d110.4369314!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzvgslfk?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Mustika Jaya,(024) 3519544,"Jalan Letjen Jl. MT. Haryono No.396, Karangturi, Jagalan, Semarang Tengah, Semarang City, Central Java 50124",Semarang Tengah,Semarang City,Central Java,50124,4.2,21,-6.9779956,110.4314127,"https://www.google.com/maps/place/Toko+Mustika+Jaya/@-6.970966,110.409972,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708c9949d942d9:0xdf9c116f048f8051!8m2!3d-6.9779956!4d110.4314127!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F1pp2t_l_5?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
GOLDEN HARDWARE,6287847469790,"Jl. Patimura No.6E, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50123",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50123,4.7,7,-6.969576,110.4322315,"https://www.google.com/maps/place/GOLDEN+HARDWARE/@-6.970966,110.409972,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f330da700375:0x9f1c1e4951c0e1f3!8m2!3d-6.969576!4d110.4322315!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F11r6fwjr0f?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Abadi Jaya,6287832339009,"Jl. Pekojan No.86, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.5,16,-6.9739,110.42841,"https://www.google.com/maps/place/Toko+Abadi+Jaya/@-6.970966,110.409972,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355a5b4ba9b:0x7f9ca95c0a409f92!8m2!3d-6.9739!4d110.42841!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11bc7rkmhq?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
SINAR KENCANA TB,6285225528042,"Jl. Petolongan No.11, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.5,63,-6.972603,110.42891,"https://www.google.com/maps/place/SINAR+KENCANA+TB/@-6.970966,110.409972,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3550095fea1:0x736e8eb561e145bb!8m2!3d-6.972603!4d110.42891!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F11fzbl6wwt?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB ADIL,6285102103939,"Jl. Tentara Pelajar, Jomblang, Kec. Candisari, Kota Semarang, Jawa Tengah 50256",Kec. Candisari,Kota Semarang,Jawa Tengah,50256,4.4,186,-7.0104161,110.4403019,"https://www.google.com/maps/place/TB+ADIL/@-7.0104161,110.4222775,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708c88cde4ffeb:0x43a95b0b9140b511!8m2!3d-7.0104161!4d110.4403019!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzsd9rc2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
PINANGSIA MAS - Toko Kunci & Keran (Semarang),(024) 3583449,"Jl. K.H. Agus Salim No.49 Kav. 19A, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.3,4,-6.9706587,110.4290824,"https://www.google.com/maps/place/PINANGSIA+MAS+-+Toko+Kunci+%26+Keran+(Semarang)/@-6.9706587,110.411058,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355cd668a25:0x8e6470c7be109035!8m2!3d-6.9706587!4d110.4290824!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F11b7hpyb4z?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Bangunan Combo Putra,6285357472345,"Jl. Trunojoyo X No.2, Padangsari, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50267",Kec. Banyumanik,Kota Semarang,Jawa Tengah,50267,4.5,1063,-7.0718471,110.4237798,"https://www.google.com/maps/place/Toko+Bangunan+Combo+Putra/@-7.0718471,110.4057554,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70894c93cfe3c3:0xc685bad895a17ade!8m2!3d-7.0718471!4d110.4237798!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEbYnVpbGRpbmdfbWF0ZXJpYWxzX3N1cHBsaWVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU10TVVsbVRqWlJSUkFC4AEA!16s%2Fg%2F1hm5t7r62?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Naga Sakti Teknik,6283842650660,"Jl. K.H. Agus Salim No.49 kavling 3, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50138",Semarang Tengah,Semarang City,Central Java,50138,4.4,65,-6.9701836,110.4303032,"https://www.google.com/maps/place/Naga+Sakti+Teknik/@-6.9701836,110.4122788,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0x4860b16f823b2a89!8m2!3d-6.9701836!4d110.4303032!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F1hm39947n?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Naga Sakti Teknik,6283842650660,"Jl. K.H. Agus Salim No.49 kavling 3, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50138",Semarang Tengah,Semarang City,Central Java,50138,4.4,65,-6.9701836,110.4303032,"https://www.google.com/maps/place/Naga+Sakti+Teknik/@-6.9701836,110.4122788,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0x4860b16f823b2a89!8m2!3d-6.9701836!4d110.4303032!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F1hm39947n?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Sumber Sari,628112999278,"Jl. Pekojan No.78-80, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.8,26,-6.9736948,110.4283463,"https://www.google.com/maps/place/Toko+Sumber+Sari/@-6.9701836,110.4122788,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355098e8f83:0xa2205969e813e323!8m2!3d-6.9736948!4d110.4283463!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzsrwcl6?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Ciliwung,(024) 3558762,"WA TOKO (O&77&9O3O54I, Jl. Ciliwung V No.34, RT.003/RW.05, Bugangan, Mlatiharjo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.7,17,-6.9680958,110.4421669,"https://www.google.com/maps/place/TB+Ciliwung/@-6.9680958,110.4241425,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f34eeba70b29:0xb09bfeacabad79f3!8m2!3d-6.9680958!4d110.4421669!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1hc9wfjwp?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Ciliwung,(024) 3558762,"WA TOKO (O&77&9O3O54I, Jl. Ciliwung V No.34, RT.003/RW.05, Bugangan, Mlatiharjo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.7,17,-6.9680958,110.4421669,"https://www.google.com/maps/place/TB+Ciliwung/@-6.9680958,110.4241425,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f34eeba70b29:0xb09bfeacabad79f3!8m2!3d-6.9680958!4d110.4421669!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1hc9wfjwp?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Ciliwung,(024) 3558762,"WA TOKO (O&77&9O3O54I, Jl. Ciliwung V No.34, RT.003/RW.05, Bugangan, Mlatiharjo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.7,17,-6.9680958,110.4421669,"https://www.google.com/maps/place/TB+Ciliwung/@-6.9680958,110.4241425,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f34eeba70b29:0xb09bfeacabad79f3!8m2!3d-6.9680958!4d110.4421669!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1hc9wfjwp?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB anugerah barito semarang,6282136028126,"Jl. Barito No.56, Mlatiharjo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,,,-6.9661842,110.4431813,"https://www.google.com/maps/place/TB+anugerah+barito+semarang/@-6.9680958,110.4241425,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3885d6a9629:0x53f69cd97356b66d!8m2!3d-6.9661842!4d110.4431813!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11w96_3v65?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Teguh Jaya,(024) 3511472,"Jl. Depok No.37, Kembangsari, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50133",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50133,5.0,3,-6.977502,110.4181357,"https://www.google.com/maps/place/Teguh+Jaya/@-6.977502,110.4001113,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b530e285889:0xda466b4d3259270a!8m2!3d-6.977502!4d110.4181357!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F1hm608bsd?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
"Toko Besi dan Listrik ""ANUGERAH""",6285290748901,"Jl. Barito No.50, Mlatiharjo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.3,20,-6.966984,110.4428199,"https://www.google.com/maps/place/Toko+Besi+dan+Listrik+%22ANUGERAH%22/@-6.966984,110.4247955,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f31e1213f107:0x89214bcf4886495d!8m2!3d-6.966984!4d110.4428199!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11gj4mf48g?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
"Toko Besi dan Listrik ""ANUGERAH""",6285290748901,"Jl. Barito No.50, Mlatiharjo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.3,20,-6.966984,110.4428199,"https://www.google.com/maps/place/Toko+Besi+dan+Listrik+%22ANUGERAH%22/@-6.966984,110.4247955,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f31e1213f107:0x89214bcf4886495d!8m2!3d-6.966984!4d110.4428199!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11gj4mf48g?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
