name,phone_number,address,district,city,province,postal_code,rating,reviews,latitude,longitude,location_link
Toko Besi Asahi Gypsum,6282136188153,"Jl. Rejosari III No.18, Rejosari, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50125",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50125,4.8,20,-6.9798602,110.4362068,"https://www.google.com/maps/place/Toko+Besi+Asahi+Gypsum/@-6.9708328,110.4103237,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f2d362e58ae5:0x592b62cdb9e4fd5a!8m2!3d-6.9798602!4d110.4362068!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1hc75pd9z?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
"PUSAT JARING PARANET, WARING, SAFETY NET,POLYNET SEMARANG",6281901905706,"Jl. Kelengan Kecil No.603, Kembangsari, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50133",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50133,5.0,25,-6.9790352,110.4189924,"https://www.google.com/maps/place/PUSAT+JARING+PARANET,+WARING,+SAFETY+NET,POLYNET+SEMARANG/@-6.9790352,110.400968,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b3091ace015:0xde9541a8528fc2c6!8m2!3d-6.9790352!4d110.4189924!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11pv5s99tl?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Granita Alam CV,(024) 3556964,"Blk. A, Jl. K.H. Agus Salim Blok A No.22-23, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,,,-6.9709744,110.4280475,"https://www.google.com/maps/place/Granita+Alam+CV/@-6.9709744,110.4100231,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355e6475501:0x5877330231c9ca09!8m2!3d-6.9709744!4d110.4280475!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1tf1kywv?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Sidorejo Toko,(024) 3519631,"Jl. Sidorejo No.131, Sarirejo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50124",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50124,5.0,1,-6.9769804,110.4347443,"https://www.google.com/maps/place/Sidorejo+Toko/@-6.9709744,110.4100231,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708cac8aafb391:0xed2b1e0c43342fc0!8m2!3d-6.9769804!4d110.4347443!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgELcGFpbnRfc3RvcmXgAQA!16s%2Fg%2F1pzr7rvf9?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
"Toko Wallpaper Rensa Thamrin (Lantai Vinyl, Wallsticker, Wallfoam, Wallpanel, Blind, Gorden, Sandblast, Rumput Sintetis)",6281573484444,"Miroto, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50134,4.8,48,-6.9830722,110.4176405,"https://www.google.com/maps/place/Toko+Wallpaper+Rensa+Thamrin+(Lantai+Vinyl,+Wallsticker,+Wallfoam,+Wallpanel,+Blind,+Gorden,+Sandblast,+Rumput+Sintetis)/@-6.9830722,110.3996161,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b0b3a0fb72b:0x8ff152b10c3153af!8m2!3d-6.9830722!4d110.4176405!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEVZHJ5X3dhbGxfc3VwcGx5X3N0b3Jl4AEA!16s%2Fg%2F11fn2f8wkm?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TOKO BAHAN BANGUNAN CB,628388835480,"Jl. Mgr Sugiyopranoto No.10, Bulustalan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50246",Kec. Semarang Sel.,Kota Semarang,Jawa Tengah,50246,,,-6.983577,110.406975,"https://www.google.com/maps/place/TOKO+BAHAN+BANGUNAN+CB/@-6.983577,110.3889506,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b3ab414f819:0xdaf67e6fffa11cfd!8m2!3d-6.983577!4d110.406975!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F11w3qjj4zy?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
CV. Sarana Cipta Graha (SCG),(024) 3513666,"Jl. K.H. Agus Salim No.D 18A, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.8,26,-6.9705943,110.4281897,"https://www.google.com/maps/place/CV.+Sarana+Cipta+Graha+(SCG)/@-6.9705943,110.4101653,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355db31913d:0xa02595034a43612e!8m2!3d-6.9705943!4d110.4281897!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEKdGlsZV9zdG9yZeABAA!16s%2Fg%2F11f3xhh4_f?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi t,(024) 3545789,"Jl. MT. Haryono No.370 A, Jagalan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50136",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50136,4.4,232,-6.9778115,110.431464,"https://www.google.com/maps/place/Toko+Besi+t/@-6.9705943,110.4101653,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708cab9cbd81cf:0x9836a555b3b448c1!8m2!3d-6.9778115!4d110.431464!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEVcGx1bWJpbmdfc3VwcGx5X3N0b3Jl4AEA!16s%2Fg%2F1hm3yfp8q?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi t,(024) 3545789,"Jl. MT. Haryono No.370 A, Jagalan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50136",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50136,4.4,232,-6.9778115,110.431464,"https://www.google.com/maps/place/Toko+Besi+t/@-6.9705943,110.4101653,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708cab9cbd81cf:0x9836a555b3b448c1!8m2!3d-6.9778115!4d110.431464!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEVcGx1bWJpbmdfc3VwcGx5X3N0b3Jl4AEA!16s%2Fg%2F1hm3yfp8q?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Bangun Indah TB,(024) 3516575,"Jl. Indraprasta No.82, Pindrikan Lor, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50131",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50131,4.1,17,-6.9790201,110.4067562,"https://www.google.com/maps/place/Bangun+Indah+TB/@-6.9790201,110.3887318,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b4b70d00acf:0xb8acfef1a435eb07!8m2!3d-6.9790201!4d110.4067562!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1hc8cp6jm?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Bangun Indah TB,(024) 3516575,"Jl. Indraprasta No.82, Pindrikan Lor, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50131",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50131,4.1,17,-6.9790201,110.4067562,"https://www.google.com/maps/place/Bangun+Indah+TB/@-6.9790201,110.3887318,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b4b70d00acf:0xb8acfef1a435eb07!8m2!3d-6.9790201!4d110.4067562!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1hc8cp6jm?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Lily Plastik Semarang,(024) 3554651,"Jl. Citarum No.23, Bugangan, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.5,1624,-6.9699917,110.4353127,"https://www.google.com/maps/place/Toko+Lily+Plastik+Semarang/@-6.9699917,110.4172883,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3522b025023:0xbc4d5e873f93665c!8m2!3d-6.9699917!4d110.4353127!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEfd2hvbGVzYWxlcl9ob3VzZWhvbGRfYXBwbGlhbmNlc-ABAA!16s%2Fg%2F11bz_02jlt?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Lily Plastik Semarang,(024) 3554651,"Jl. Citarum No.23, Bugangan, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.5,1624,-6.9699917,110.4353127,"https://www.google.com/maps/place/Toko+Lily+Plastik+Semarang/@-6.9699917,110.4172883,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3522b025023:0xbc4d5e873f93665c!8m2!3d-6.9699917!4d110.4353127!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEfd2hvbGVzYWxlcl9ob3VzZWhvbGRfYXBwbGlhbmNlc-ABAA!16s%2Fg%2F11bz_02jlt?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Perkasa Teknik,(024) 3546322,"Ruko THD, Jl. K.H. Agus Salim Blk. C No.14, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.5,295,-6.9710006,110.4290259,"https://www.google.com/maps/place/Perkasa+Teknik/@-6.9699917,110.4172883,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3542847a5bf:0x627ab5f3da570220!8m2!3d-6.9710006!4d110.4290259!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEKdG9vbF9zdG9yZeABAA!16s%2Fg%2F1pzpv8cyq?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Perkasa Teknik,(024) 3546322,"Ruko THD, Jl. K.H. Agus Salim Blk. C No.14, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.5,295,-6.9710006,110.4290259,"https://www.google.com/maps/place/Perkasa+Teknik/@-6.9699917,110.4172883,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3542847a5bf:0x627ab5f3da570220!8m2!3d-6.9710006!4d110.4290259!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEKdG9vbF9zdG9yZeABAA!16s%2Fg%2F1pzpv8cyq?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Pendowo Jaya,,"2CMM+Q9C, Jl. Raden Patah Jl. Mlatibaru, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50122",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50122,,,-6.9655628,110.4333813,"https://www.google.com/maps/place/TB+Pendowo+Jaya/@-6.9699917,110.4172883,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f31671eec5b3:0x551d8f8b83ade74a!8m2!3d-6.9655628!4d110.4333813!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11jk8_vp9r?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Pendowo Jaya,,"2CMM+Q9C, Jl. Raden Patah Jl. Mlatibaru, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50122",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50122,,,-6.9655628,110.4333813,"https://www.google.com/maps/place/TB+Pendowo+Jaya/@-6.9699917,110.4172883,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f31671eec5b3:0x551d8f8b83ade74a!8m2!3d-6.9655628!4d110.4333813!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11jk8_vp9r?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Bangunan Mahkota,6285641234517,"Jl. Kol. Imam Suparto No.Kav. 29, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277",Kec. Tembalang,Kota Semarang,Jawa Tengah,50277,4.5,73,-7.0607104,110.4473023,"https://www.google.com/maps/place/Toko+Bangunan+Mahkota/@-7.0607104,110.4292779,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708ea22a03112b:0x98688de6b81f4d43!8m2!3d-7.0607104!4d110.4473023!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1hm3c8y8x?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Bangunan Mahkota,6285641234517,"Jl. Kol. Imam Suparto No.Kav. 29, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277",Kec. Tembalang,Kota Semarang,Jawa Tengah,50277,4.5,73,-7.0607104,110.4473023,"https://www.google.com/maps/place/Toko+Bangunan+Mahkota/@-7.0607104,110.4292779,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708ea22a03112b:0x98688de6b81f4d43!8m2!3d-7.0607104!4d110.4473023!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1hm3c8y8x?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi Tjandra,6281226221440,"Jl. Pekojan No.13, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.4,7,-6.9720915,110.4279078,"https://www.google.com/maps/place/Toko+Besi+Tjandra/@-6.9720915,110.4098834,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f34a163ecfa9:0xbcc227e0a2ca94fb!8m2!3d-6.9720915!4d110.4279078!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11kb0x7w7z?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
CV. Cahyo Waskito (Keran San Ei),(024) 3551562,"Jl. Bubakan No.10, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,5.0,1,-6.9713717,110.4289896,"https://www.google.com/maps/place/CV.+Cahyo+Waskito+(Keran+San+Ei)/@-6.9720915,110.4098834,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355b5c0f69b:0xc5a936262340d029!8m2!3d-6.9713717!4d110.4289896!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F11mvzmb91w?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
MR. DIY - Pandanaran,(021) 30022789,"Ruko, Jl. Pandanaran No.50, Pekunden, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50134,4.7,855,-6.9864649,110.4148974,"https://www.google.com/maps/place/MR.+DIY+-+Pandanaran/@-6.9864649,110.396873,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708bfde3438875:0x296d6b110085ba03!8m2!3d-6.9864649!4d110.4148974!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZeABAA!16s%2Fg%2F11m_zk3sn5?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
INGCO Tools by GUNKA - HQ Semarang,6285179545902,"Jl. Sidorejo No.73, Sarirejo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50124",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50124,4.9,31,-6.9775481,110.4334245,"https://www.google.com/maps/place/INGCO+Tools+by+GUNKA+-+HQ+Semarang/@-6.9775481,110.4154001,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708d988d56a84b:0x2e8329aa762ec1fa!8m2!3d-6.9775481!4d110.4334245!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEKdG9vbF9zdG9yZeABAA!16s%2Fg%2F11kpvtt73b?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
